message_id,channel_name,sender_id,message_text,sent_timestamp,thread_id,mentioned_user_ids,related_project_id,related_incident_id,reaction_count,is_pinned
82,#proj-knowledge-graph,116,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-03-23T16:46:00,,,9,59,2,false
83,#incident-response,101,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-03-10T12:11:00,,135,,11,2,false
84,#proj-chatbot,44,Can someone from @engineering take a look at the InsightFlow Analytics build? It's been failing since this morning.,2025-04-14T09:24:00,,"7,11,1",21,12,0,false
85,#customer-success,138,Incident #N/A has been resolved. Root cause was a misconfigured deployment flag.,2025-02-15T15:59:00,,,9,,2,false
86,#proj-rag-pipeline,107,Reminder: code freeze for the TechCorp AI Core release starts Friday EOD.,2025-05-24T07:38:00,,"7,25",1,,0,false
87,#customer-success,107,Looking for volunteers to review PRs for the Sentinel Security Suite release. Need 2 approvals.,2025-04-06T21:14:00,,,,,3,false
88,#ai-team,102,Can someone from @engineering take a look at the TechCorp AI Core build? It's been failing since this morning.,2025-02-02T08:08:00,,,,,2,false
89,#proj-scalability,135,Incident #N/A has been resolved. Root cause was a misconfigured deployment flag.,2025-03-09T07:10:00,58,,25,,7,false
90,#random,56,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-02-01T09:41:00,,,,,1,false
91,#proj-knowledge-graph,127,Reminder: code freeze for the CustomerIQ release starts Friday EOD.,2025-03-23T07:19:00,,12,9,6,0,false
92,#proj-knowledge-graph,124,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-01-26T16:09:00,,"11,52,7",9,1,5,true
93,#proj-rag-pipeline,91,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-04-04T11:52:00,,,1,,5,false
94,#customer-success,7,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-03-31T19:25:00,,,,,0,false
95,#product,113,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-04-15T11:13:00,42,,,,1,false
96,#general,105,The Sentinel Security Suite dashboard is way faster after the query optimization. Nice work team!,2025-06-15T10:32:00,,,,,3,false
97,#security,119,Can someone from @engineering take a look at the DataVault Backup build? It's been failing since this morning.,2025-01-18T21:23:00,16,"12,30",,,0,false
98,#proj-chatbot,148,Incident #N/A has been resolved. Root cause was a misconfigured deployment flag.,2025-03-09T16:36:00,76,,21,,0,false
99,#proj-scalability,46,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-05-06T10:11:00,,,25,,7,false
100,#proj-scalability,130,Can we get an ETA on the InsightFlow Analytics SSO fix? Urban Harvest Grocers is blocked.,2025-02-09T12:27:00,,30,25,,10,true
101,#announcements,5,Just deployed the fix for TeamSync Collaboration. Monitoring dashboards look clean so far.,2025-02-18T13:44:00,,,,,0,false
102,#product,32,Updated the 05_TechCorp_AI_Safety_Guidelines.pdf — please review when you get a chance.,2025-03-23T12:25:00,28,,,,2,false
103,#security,52,Can someone from @engineering take a look at the Sentinel Security Suite build? It's been failing since this morning.,2025-01-04T20:04:00,94,"7,25,11",,,1,false
104,#proj-rag-pipeline,74,Updated the 03_TechCorp_Prompt_Engineering_Standards.pdf — please review when you get a chance.,2025-06-04T18:44:00,103,2,1,,3,false
105,#incident-response,6,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-01-11T11:09:00,97,"1,52",,,2,false
106,#proj-data-lake,67,Incident #N/A has been resolved. Root cause was a misconfigured deployment flag.,2025-04-11T09:19:00,,,6,,2,false
107,#ai-team,13,@channel Heads up: we're seeing increased error rates on TechCorp AI Core. Investigating now.,2025-02-17T10:25:00,,,2,19,0,false
108,#general,124,Reminder: code freeze for the TechCorp AI Core release starts Friday EOD.,2025-05-15T09:23:00,,,,,5,false
109,#engineering,124,Can we get an ETA on the TechCorp AI Core SSO fix? Veridian Retail Group is blocked.,2025-01-18T19:13:00,,25,,,7,false
110,#engineering,134,Can someone from @engineering take a look at the InsightFlow Analytics build? It's been failing since this morning.,2025-06-26T10:27:00,,,1,,2,false
111,#security,121,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-03-30T20:00:00,63,"12,7,80",,,2,false
112,#product,80,Looking for volunteers to review PRs for the TechCorp AI Core release. Need 2 approvals.,2025-05-27T17:48:00,51,,,43,5,false
113,#proj-knowledge-graph,29,Customer call with Argentine Trade Consortium went well. They're excited about the new features.,2025-06-26T20:30:00,14,,9,23,1,false
114,#proj-iam,67,The InsightFlow Analytics dashboard is way faster after the query optimization. Nice work team!,2025-06-02T12:12:00,,,11,,10,false
115,#security,59,Looking for volunteers to review PRs for the TeamSync Collaboration release. Need 2 approvals.,2025-04-03T20:30:00,52,11,,,0,false
116,#announcements,22,Looking for volunteers to review PRs for the TechCorp AI Core release. Need 2 approvals.,2025-02-28T15:58:00,36,,,,3,false
117,#proj-chatbot,106,Great work on the Chatbot Intent Expansion milestone! :tada:,2025-05-06T19:05:00,,"4,52,11",21,,7,false
118,#incident-response,4,Looking for volunteers to review PRs for the TeamSync Collaboration release. Need 2 approvals.,2025-05-08T11:02:00,,,,,0,false
119,#random,101,Just deployed the fix for TechCorp AI Core. Monitoring dashboards look clean so far.,2025-05-26T16:02:00,,,,,10,false
120,#product,116,Reminder: code freeze for the InsightFlow Analytics release starts Friday EOD.,2025-05-19T13:37:00,,,,29,3,false
121,#proj-attribution,70,Can someone from @engineering take a look at the TeamSync Collaboration build? It's been failing since this morning.,2025-06-15T14:52:00,,"12,52,2",24,,1,true
122,#proj-data-lake,107,Great work on the Data Lake Migration milestone! :tada:,2025-03-29T14:46:00,,,6,,10,false
123,#general,21,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-01-31T19:09:00,,,,,2,false
124,#proj-data-lake,33,The InsightFlow Analytics dashboard is way faster after the query optimization. Nice work team!,2025-05-18T12:52:00,,80,6,,2,false
125,#security,12,Just deployed the fix for DataVault Backup. Monitoring dashboards look clean so far.,2025-05-31T07:48:00,,,,,5,false
126,#ai-team,73,Incident #51 has been resolved. Root cause was a misconfigured deployment flag.,2025-02-04T21:52:00,81,,,51,0,false
127,#customer-success,8,Can we get an ETA on the TechCorp AI Core SSO fix? CyberShield Security is blocked.,2025-01-12T16:14:00,,"2,4,30",10,57,7,false
128,#incident-response,141,Can we get an ETA on the CustomerIQ SSO fix? Terra Engineering GmbH is blocked.,2025-01-06T20:09:00,15,"25,2",,60,7,false
129,#announcements,102,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-02-26T09:07:00,,"1,25",,,3,false
130,#ai-team,94,@channel Heads up: we're seeing increased error rates on CustomerIQ. Investigating now.,2025-02-21T22:34:00,,"25,1",,,3,false
131,#proj-iam,56,Reminder: code freeze for the TechCorp AI Core release starts Friday EOD.,2025-05-24T16:29:00,,7,11,,0,false
132,#proj-iam,65,Great work on the Identity Access Management Overhaul milestone! :tada:,2025-06-01T09:30:00,58,2,11,,5,true
133,#proj-data-lake,32,Just deployed the fix for TechCorp AI Core. Monitoring dashboards look clean so far.,2025-01-14T07:18:00,20,"11,1",6,,0,false
134,#engineering,42,The InsightFlow Analytics dashboard is way faster after the query optimization. Nice work team!,2025-03-24T11:47:00,,"1,80",,,1,false
135,#proj-knowledge-graph,46,Updated the 04_TechCorp_RAG_Pipeline_Documentation.pdf — please review when you get a chance.,2025-06-15T18:41:00,,,9,,2,false
136,#ai-team,105,The InsightFlow Analytics dashboard is way faster after the query optimization. Nice work team!,2025-01-16T08:15:00,,,10,,1,false
137,#proj-chatbot,5,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2024-12-31T10:21:00,24,,21,23,2,false
138,#proj-attribution,34,Great work on the Marketing Attribution Model milestone! :tada:,2025-04-30T13:51:00,98,,24,,3,false
139,#sales,145,The Sentinel Security Suite dashboard is way faster after the query optimization. Nice work team!,2025-01-05T19:15:00,,,,,1,false
140,#security,144,Updated the 03_TechCorp_Prompt_Engineering_Standards.pdf — please review when you get a chance.,2025-05-14T21:16:00,4,"52,2",,,10,false
141,#proj-vendor-risk,31,Looking for volunteers to review PRs for the CustomerIQ release. Need 2 approvals.,2025-01-20T17:23:00,,,18,,0,false
142,#random,4,Can someone from @engineering take a look at the TechCorp AI Core build? It's been failing since this morning.,2025-05-02T19:55:00,,,,,2,false
143,#proj-vendor-risk,135,Just deployed the fix for Sentinel Security Suite. Monitoring dashboards look clean so far.,2025-05-05T22:07:00,47,,18,,1,false
144,#proj-chatbot,33,Great work on the Chatbot Intent Expansion milestone! :tada:,2025-04-20T15:40:00,,30,21,,0,false
145,#proj-knowledge-graph,14,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-03-31T20:30:00,116,,9,,2,false
146,#proj-iam,103,Customer call with Metropolitan Hospital Network went well. They're excited about the new features.,2025-01-09T17:00:00,,,11,,0,false
147,#proj-chatbot,93,@channel Heads up: we're seeing increased error rates on TechCorp AI Core. Investigating now.,2025-05-17T19:13:00,105,"4,80,11",21,,1,false
148,#general,107,Reminder: code freeze for the Sentinel Security Suite release starts Friday EOD.,2025-05-14T21:27:00,,"52,2",,,2,false
149,#proj-scalability,127,The TechCorp AI Core dashboard is way faster after the query optimization. Nice work team!,2025-06-24T20:06:00,,,25,,2,false
150,#incident-response,129,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-03-02T20:58:00,,,,,5,false
151,#proj-knowledge-graph,2,Reminder: code freeze for the InsightFlow Analytics release starts Friday EOD.,2025-06-25T07:09:00,,,9,,5,false
152,#proj-rag-pipeline,98,Reminder: code freeze for the CustomerIQ release starts Friday EOD.,2025-03-21T12:25:00,147,,1,,7,false
153,#customer-success,19,Reminder: code freeze for the TechCorp AI Core release starts Friday EOD.,2025-06-26T11:01:00,,1,,,3,false
154,#ai-team,110,Can someone from @engineering take a look at the InsightFlow Analytics build? It's been failing since this morning.,2025-03-24T15:42:00,34,,,,0,false
155,#general,20,Looking for volunteers to review PRs for the Sentinel Security Suite release. Need 2 approvals.,2025-02-24T09:13:00,153,12,,,3,false
156,#proj-vendor-risk,39,Can someone from @engineering take a look at the CustomerIQ build? It's been failing since this morning.,2025-06-27T12:33:00,3,,18,,5,false
157,#general,30,Incident #N/A has been resolved. Root cause was a misconfigured deployment flag.,2025-04-19T22:12:00,,,,,10,false
158,#announcements,135,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-01-29T16:10:00,,,,,5,false
159,#proj-vendor-risk,124,The TeamSync Collaboration dashboard is way faster after the query optimization. Nice work team!,2025-02-18T15:37:00,,"30,2",18,,2,false
160,#proj-attribution,103,Customer call with Orion Education Network went well. They're excited about the new features.,2025-01-03T07:45:00,,"135,11",24,,1,false
161,#proj-rag-pipeline,61,Customer call with BlueWave Renewable Energy went well. They're excited about the new features.,2025-04-08T13:12:00,,"7,52,1",1,18,0,false
162,#random,123,Customer call with DataStream Analytics went well. They're excited about the new features.,2025-06-18T17:41:00,116,"30,135",,2,0,false
163,#proj-iam,88,@channel Heads up: we're seeing increased error rates on CustomerIQ. Investigating now.,2025-05-28T18:39:00,89,,11,,0,true
164,#general,31,Incident #N/A has been resolved. Root cause was a misconfigured deployment flag.,2025-05-31T08:19:00,83,,,,0,false
165,#proj-knowledge-graph,74,Customer call with ClearView Diagnostics went well. They're excited about the new features.,2025-02-15T14:36:00,,,9,,2,false
166,#proj-rag-pipeline,139,@channel Heads up: we're seeing increased error rates on InsightFlow Analytics. Investigating now.,2025-02-22T08:13:00,68,,1,,0,false
167,#proj-knowledge-graph,48,@channel Heads up: we're seeing increased error rates on TeamSync Collaboration. Investigating now.,2025-03-22T21:55:00,,"52,1,25",9,,3,false
168,#product,11,Customer call with MediCare Plus went well. They're excited about the new features.,2025-04-21T07:30:00,43,,,,3,false
169,#incident-response,15,The InsightFlow Analytics dashboard is way faster after the query optimization. Nice work team!,2025-03-17T12:38:00,,"52,135",,18,1,false
170,#proj-iam,21,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-04-19T14:56:00,,,11,,3,false
171,#proj-knowledge-graph,19,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-05-12T22:47:00,69,,9,,1,false
172,#proj-rag-pipeline,11,Customer call with Terra Engineering GmbH went well. They're excited about the new features.,2025-06-26T18:30:00,86,,1,1,3,false
173,#proj-chatbot,22,Reminder: code freeze for the TechCorp AI Core release starts Friday EOD.,2025-04-04T21:31:00,5,,21,,5,false
174,#proj-chatbot,68,Great work on the Chatbot Intent Expansion milestone! :tada:,2025-05-22T20:54:00,,"12,25",21,,1,false
175,#general,65,Incident #N/A has been resolved. Root cause was a misconfigured deployment flag.,2025-02-14T12:16:00,,,,,7,false
176,#proj-knowledge-graph,122,Customer call with FusionWare Labs went well. They're excited about the new features.,2025-06-26T22:59:00,,4,9,,3,false
177,#proj-attribution,82,Incident #N/A has been resolved. Root cause was a misconfigured deployment flag.,2025-06-15T22:19:00,,,24,,0,false
178,#general,6,Incident #N/A has been resolved. Root cause was a misconfigured deployment flag.,2025-06-08T16:14:00,90,,,,0,false
179,#proj-knowledge-graph,124,Reminder: code freeze for the CustomerIQ release starts Friday EOD.,2025-01-05T13:16:00,,,9,,0,false
180,#announcements,15,Reminder: code freeze for the Sentinel Security Suite release starts Friday EOD.,2025-03-01T20:26:00,161,,14,34,2,true
181,#proj-iam,16,Customer call with Nordic EdTech Solutions went well. They're excited about the new features.,2025-03-20T11:25:00,,,11,,3,false
182,#proj-attribution,133,Great work on the Marketing Attribution Model milestone! :tada:,2025-01-07T08:44:00,,"1,2",24,,1,false
183,#proj-chatbot,30,Reminder: code freeze for the DataVault Backup release starts Friday EOD.,2025-06-28T11:38:00,173,,21,,7,false
184,#product,20,Just deployed the fix for InsightFlow Analytics. Monitoring dashboards look clean so far.,2025-01-11T10:27:00,,,,8,0,false
185,#customer-success,41,Looking for volunteers to review PRs for the TeamSync Collaboration release. Need 2 approvals.,2025-01-01T10:29:00,,,,,2,false
186,#announcements,133,Reminder: code freeze for the TechCorp AI Core release starts Friday EOD.,2025-02-20T13:22:00,100,"4,30",,,7,false
187,#ai-team,42,Reminder: code freeze for the TeamSync Collaboration release starts Friday EOD.,2025-01-11T12:36:00,,"30,25,80",,,5,false
188,#proj-attribution,70,Customer call with Apex Manufacturing Corp went well. They're excited about the new features.,2025-01-09T10:31:00,83,,24,,7,false
189,#customer-success,62,Can someone from @engineering take a look at the TechCorp AI Core build? It's been failing since this morning.,2025-03-25T07:59:00,45,,,,0,false
190,#proj-knowledge-graph,30,Can we get an ETA on the TechCorp AI Core SSO fix? TechBridge Solutions is blocked.,2025-02-13T13:05:00,,,9,,3,false
191,#incident-response,52,Reminder: code freeze for the DataVault Backup release starts Friday EOD.,2025-05-11T13:36:00,36,,,,5,false
192,#proj-scalability,31,Updated the 03_TechCorp_Prompt_Engineering_Standards.pdf — please review when you get a chance.,2025-06-15T17:01:00,,,25,,1,false
193,#random,112,Updated the 04_TechCorp_RAG_Pipeline_Documentation.pdf — please review when you get a chance.,2025-01-30T22:59:00,,12,19,,7,false
194,#engineering,99,The CustomerIQ dashboard is way faster after the query optimization. Nice work team!,2025-06-19T18:04:00,,11,,,7,false
195,#ai-team,138,Just deployed the fix for Sentinel Security Suite. Monitoring dashboards look clean so far.,2025-01-24T19:43:00,,2,17,,3,false
196,#engineering,112,Just deployed the fix for TechCorp AI Core. Monitoring dashboards look clean so far.,2025-06-14T14:14:00,,,,,0,false
197,#proj-scalability,5,Can we get an ETA on the InsightFlow Analytics SSO fix? DataStream Analytics is blocked.,2025-01-24T19:30:00,,"7,4,2",25,29,3,false
198,#random,52,Reminder: code freeze for the TeamSync Collaboration release starts Friday EOD.,2025-02-14T15:20:00,,,,,3,false
199,#proj-data-lake,121,Can we get an ETA on the TechCorp AI Core SSO fix? Urban Harvest Grocers is blocked.,2025-05-23T08:15:00,,,6,,3,false
200,#incident-response,30,Looking for volunteers to review PRs for the TeamSync Collaboration release. Need 2 approvals.,2025-05-02T13:24:00,,"1,135",,,0,false
201,#announcements,2,Just published the incident post-mortem. Lessons learned doc is in the shared drive.,2025-06-14T10:35:00,,1,,,2,false
202,#announcements,134,Just deployed the fix for Sentinel Security Suite. Monitoring dashboards look clean so far.,2025-04-26T16:21:00,,,,,3,false
203,#proj-data-lake,73,Just deployed the fix for CustomerIQ. Monitoring dashboards look clean so far.,2025-03-02T07:28:00,,,6,,0,false
204,#proj-chatbot,55,The InsightFlow Analytics dashboard is way faster after the query optimization. Nice work team!,2025-05-27T14:40:00,,,21,58,0,false
205,#customer-success,25,Customer call with CyberShield Security went well. They're excited about the new features.,2025-04-29T18:06:00,,"52,135,4",,,0,false
206,#ai-team,62,Great work on the project milestone! :tada:,2025-05-18T18:02:00,147,"135,2,1",,21,1,false
